14,5
14,6
14,7
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,15
15,-5
15,-4
15,-3
15,-2
15,-1
15,0
15,1
15,2
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,5
15,6
15,7
15,8
15,9
15,10
16,5
16,6
16,7
16,8
16,9
16,10
17,5
17,6
17,7
17,8
17,9
17,10
18,5
18,6
18,7
18,8
18,9
18,10
19,5
19,6
19,7
19,8
19,9
19,10
20,5
20,6
20,7
20,8
20,9
20,10
21,5
21,6
21,7
21,8
21,9
21,10
22,5
22,6
22,7
22,8
22,9
22,10
23,5
23,6
23,7
23,8
23,9
23,10
24,5
24,6
24,7
24,8
24,9
24,10
25,5
25,6
25,7
25,8
25,9
25,10
26,5
26,6
26,7
26,8
26,9
26,10
27,5
27,6
27,7
27,8
27,9
27,10
28,5
28,6
28,7
28,8
28,9
28,10
29,5
29,6
29,7
29,8
29,9
29,10
30,5
30,6
30,7
30,8
30,9
30,10
-15,-30
-15,-29
-15,-28
-15,-27
-15,-26
-15,-25
-15,-24
-15,-23
-15,-22
-15,-21
-15,-20
-15,-19
-15,-18
-15,-17
-15,-16
-15,-15
-15,-14
-15,-13
-15,-12
-15,-11
-14,-30
-14,-29
-14,-28
-14,-27
-14,-26
-14,-25
-14,-24
-14,-23
-14,-22
-14,-21
-14,-20
-14,-19
-14,-18
-14,-17
-14,-16
-14,-15
-14,-14
-14,-13
-14,-12
-14,-11
-13,-30
-13,-29
-13,-28
-13,-27
-13,-26
-13,-25
-13,-24
-13,-23
-13,-22
-13,-21
-13,-20
-13,-19
-13,-18
-13,-17
-13,-16
-13,-15
-13,-14
-13,-13
-13,-12
-13,-11
-12,-30
-12,-29
-12,-28
-12,-27
-12,-26
-12,-25
-12,-24
-12,-23
-12,-22
-12,-21
-12,-20
-12,-19
-12,-18
-12,-17
-12,-16
-12,-15
-12,-14
-12,-13
-12,-12
-12,-11
-11,-30
-11,-29
-11,-28
-11,-27
-11,-26
-11,-25
-11,-24
-11,-23
-11,-22
-11,-21
-11,-20
-11,-19
-11,-18
-11,-17
-11,-16
-11,-15
-11,-14
-11,-13
-11,-12
-11,-11
-15,-30
-15,-29
-15,-28
-15,-27
-15,-26
-15,-25
-15,-24
-15,-23
-15,-22
-15,-21
-15,-20
-15,-19
-15,-18
-15,-17
-15,-16
-15,-15
-15,-14
-15,-13
-15,-12
-15,-11
-14,-30
-14,-29
-14,-28
-14,-27
-14,-26
-14,-25
-14,-24
-14,-23
-14,-22
-14,-21
-14,-20
-14,-19
-14,-18
-14,-17
-14,-16
-14,-15
-14,-14
-14,-13
-14,-12
-14,-11
-13,-30
-13,-29
-13,-28
-13,-27
-13,-26
-13,-25
-13,-24
-13,-23
-13,-22
-13,-21
-13,-20
-13,-19
-13,-18
-13,-17
-13,-16
-13,-15
-13,-14
-13,-13
-13,-12
-13,-11
-12,-30
-12,-29
-12,-28
-12,-27
-12,-26
-12,-25
-12,-24
-12,-23
-12,-22
-12,-21
-12,-20
-12,-19
-12,-18
-12,-17
-12,-16
-12,-15
-12,-14
-12,-13
-12,-12
-12,-11
-11,-30
-11,-29
-11,-28
-11,-27
-11,-26
-11,-25
-11,-24
-11,-23
-11,-22
-11,-21
-11,-20
-11,-19
-11,-18
-11,-17
-11,-16
-11,-15
-11,-14
-11,-13
-11,-12
-11,-11
